"Código SIEX";"Código asociación";"NIF";"Razón social";"Detalle";"CA";Fecha de alta;Fecha de modificación;Fecha de baja
"557";"5010";"F10006625";"COOPERATIVA NTRA SRA DE LA BLANCA ";"Atesve pasaron de la vera-arroyomolinos de la vea (Cerezo)";"EXTREMADURA";26/12/2023;;
"558";"5011";"F10003242";"COOP. DEL CAMPO S.C.L.";"SOCIEDAD COOPERATIVA DEL CAMPO (Cerezo)";"EXTREMADURA";26/12/2023;;
"559";"5012";"F10023505";"S.C.L. NTRA. SRA. DEL VISO BARRADO";"Cooperativa nuestra señora del viso de barrado (Cerezo)";"EXTREMADURA";26/12/2023;;
"560";"5013";"V06125181";"S.A.T. PRODUCTORES DE ALMENDRAS N 8838";"ATESVE PRODUCTORES DE ALMENDRA S.A.T.";"EXTREMADURA";26/12/2023;;
"561";"5014";"G06291520";"UPA-UCE EXTREMADURA";"UPA-UCE EXTREMADURA CEREZO";"EXTREMADURA";26/12/2023;;
"562";"5015";"V10501294";"S.A.T. CAMPO Y TIERRA EX 100169 ";"ATESVE CAMPO Y TIERRA";"EXTREMADURA";26/12/2023;;
"563";"6001";"F06122428";"LA ENCINA DE PALAZUELO SDAD. COOP. LTDA.";"LA ENCINA DE PALAZUELO (Arroz)";"EXTREMADURA";26/12/2023;;
"564";"6002";"F06004030";"COOPERATIVA DEL CAMPO LA SAGRADA FAMILIA ";"COOPERATIVA DEL CAMPO LA SAGRADA FAMILIA (Arroz)";"EXTREMADURA";26/12/2023;;
"565";"6003";"F10021558";"SOCIEDAD COOPERATIVA DEL CAMPO SAN JUAN DE MADRIGALEJO ";"COVAMM (Arroz)";"EXTREMADURA";26/12/2023;;
"566";"6004";"F06226989";"AGROCAM. SOC. COOP.";"AGROCAM SOC. COOP. (Hortícola  y Arroz)";"EXTREMADURA";26/12/2023;;
"567";"6005";"F06003958";"SANAVAL SDAD. COOP.";"Sanaval sdad. coop. (Arroz)";"EXTREMADURA";26/12/2023;;
"568";"6006";"F06005086";"COOPERATIVA DEL CAMPO INDUSTRIAL LOS GUADALPERALES";"Coop. del campo industrial guadalperales. (Frutal regadío y Arroz)";"EXTREMADURA";26/12/2023;;
"569";"6007";"F10007151";"SAN RAFAEL COOP. AGRÍCOLA";"COOPERATIVA AGRICOLA SAN RAFAEL (Hortícola  y Arroz)";"EXTREMADURA";26/12/2023;;
"570";"6008";"F06042089";"DIDAYMAZ, SOC. COOP.";"DIDAYMAZ S. COOP. (Olivar y Arroz)";"EXTREMADURA";26/12/2023;;
"571";"6009";"V06034235";"CASAT COMERCIAL AGROPECUARIA S.A.T. 5851";"COMERCIAL AGROPECUARIA SAT CASAT - ARROZ (Arroz)";"EXTREMADURA";26/12/2023;;
"572";"6011";"F06005201";"SAN JUAN SDAD. COOP. AGRÍCOLA";"Sociedad cooperativa agraria san juan (Hortícola  y Arroz)";"EXTREMADURA";26/12/2023;;
"573";"6012";"G06124309";"COOP. AGROLIMETARIAS DE EXTREMADURA";"COOPERATIVAS AGRO-ALIMENTARIAS DE EXTREMADURA, UNION DE COOP. (Arroz)";"EXTREMADURA";26/12/2023;;
"574";"6013";"G06291520";"U.P.A. - UCE. EXTREMADURA";"Arroz - maiz badajoz- caceres (Arroz y Maíz y leguminosas de regadío)";"EXTREMADURA";26/12/2023;;
"575";"6014";"G06736326";"ASOCIACIÓN EMILIO CAMACHO ASEPI";"EMILIO CAMACHO ASEPI";"EXTREMADURA";26/12/2023;;
"576";"6015";"F10021343";"SAN ISIDRO DE MIAJADAS S.C.L.";"ARROZ Y HORTICOLAS SAN ISIDRO DE MIAJADAS, SCL";"EXTREMADURA";26/12/2023;;
"577";"7001";"F10171098";"UNIÓN DE AGRICULTORES DE RIOLOBOS SDAD. COOP.";"UNION DE AGRICULTORES DE RIOLOBOS (Hortícola y Tabaco)";"EXTREMADURA";26/12/2023;;
"578";"7002";"F10109361";"TABACOEX, SDAD COOP DE 2 GRADO";"Tabacoex (Tabaco)";"EXTREMADURA";26/12/2023;;
"579";"7004";"F10023620";"SDAD. COOP. AGRARIA DE LOSAR DE LA VERA";"Coolosar (Tabaco)";"EXTREMADURA";26/12/2023;;
"580";"7005";"F10020485";"COOP. LTDA. NUESTRA SRA. VIRGEN DE ARGAMASA";"NUESTRA SEÑORA VIRGEN DE ARGAMASA TABACO Y HORTICOLA";"EXTREMADURA";26/12/2023;;
"581";"7006";"F10065183";"SDAD. COOP. TABAQUERA LA UNION";"ATESVE SDAD. COOP. TABAQUERA LA UNION";"EXTREMADURA";26/12/2023;;
"582";"8001";"G10038073";"APAG EXTREMADURA ASAJA";"ASADEHESA (Dehesa )";"EXTREMADURA";26/12/2023;;
"583";"8002";"G06291520";"U.P.A. - UCE. EXTREMADURA";"Dehesa jerez II (Dehesa )";"EXTREMADURA";26/12/2023;;
"584";"8003";"G06522221";"ASOCIACIÓN ""DEHESA AL DÍA""";"Asociacion dehesa al dia (Dehesa )";"EXTREMADURA";26/12/2023;;
"585";"8004";"F06015283";"SDAD. COOP. LTDA. DEL CAMPO ""SAN ISIDRO DE MONESTERIO""";"Sociedad coop. ltda.del campo san isidro de monesterio (Dehesa )";"EXTREMADURA";26/12/2023;;
"586";"8005";"G06291520";"U.P.A. - UCE. EXTREMADURA";"DEHESA ALBURQUERQUE UPA-UCE";"EXTREMADURA";26/12/2023;;
"587";"9001";"G06611099";"ASOC PROFESIONAL DEL TRABAJO AUTONOMO EX ";"Uatae (Maíz y leguminosas de regadío)";"EXTREMADURA";26/12/2023;;
"588";"9002";"F06013775";"SDAD. COOP. LTDA. DEL CAMPO ""SAN JOSÉ DE CALAMONTE""";"Sdad. coop. ltda. del campo san jose de calamonte (Viñedo y Cereales de invierno)";"EXTREMADURA";26/12/2023;;
"589";"9003";"F10003549";"COOP. DEL ALAGÓN COPAL";"""Copal"" maíz - leguminosas regadío - cereal (Maíz y leguminosas de regadío y Cereales de invierno)";"EXTREMADURA";26/12/2023;;
"590";"9004";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX ARROZ/MAIZ";"EXTREMADURA";26/12/2023;;
"591";"9005";"G06361711";"APAG EXTREMADURA-ASAJA";"APAG EXTREMADURA ASAJA LLERENA";"EXTREMADURA";26/12/2023;;
"592";"9006";"G06361711";"APAG EXTREMADURA-ASAJA";"APAG EXTREMADURA ASAJA AZUAGA";"EXTREMADURA";26/12/2023;;
"593";;"G26426387";"Asoc. Ciruela de Nalda y Quel";"ATRIA de Almendro de la Asociación de la Ciruela de Nalda y Quel";"LA RIOJA";26/12/2023;;
"594";"2608005";"V26253138";"SAT Valle de Rincón";"ATRIA de Peral de la SAT Valle de Rincón";"LA RIOJA";26/12/2023;;
"595";"2608006";"F26069070";"S. Coop. de Albelda de Iregua";"ATRIA de Peral Valle del Iregua";"LA RIOJA";26/12/2023;;
"596";"2606007";"V26253138";"SAT Valle de Rincón";"ATRIA de Coliflor de la SAT Valle de Rincón";"LA RIOJA";26/12/2023;;
"597";"2609008";"F26014472";"S. Coop. San Esteban Protomártir";"ATRIA de viña de la Bodega Coop. San Esteban";"LA RIOJA";26/12/2023;;
"598";"2603002";"F26015701";"S. Coop. Rioja Alta";"ATRIA de Patata de la Cooperativa Interlocal Agrícola Rioja Alta";"LA RIOJA";26/12/2023;;
"599";"2606003";"F26015701";"S. Coop. Rioja Alta";"ATRIA de Zanahoria de la Cooperativa Interlocal Agrícola Rioja Alta";"LA RIOJA";26/12/2023;;
"600";"2608004";"G26348672";"Asoc. de Productores de nuez el Nogueral";"ATRIA de Nogal de la Asociación de Productores de Nuez el Nogueral";"LA RIOJA";26/12/2023;;
"601";"2608001";"G26509067";"Asoc. de Cultivadores de Alubia de Anguiano";"ATRIA de Alubia de la Asoiación de Cultivadores de Alubia de Anguiano";"LA RIOJA";26/12/2023;;
"602";;"G02386480";"ALCEVINCE ";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"603";;"G02328102";"ALMENDRAS DE VILLAMALEA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"604";;"F02009629";"CHAMPINTER";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"605";;"F02004455";"S. COOP. DE C-LM LA REMEDIADORA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"606";;"F02004414";"SANTA CRUZ DE ALPERA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"607";;"F02004257";"SAN ANTONIO ABAD DE FUENTEALBILLA, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"608";;"F02003267";"SANTA QUITERIA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"609";;"F02004281";"ASV VIÑA COOP S. ANTONIO ABAD-BODEGAS SAAC DE VILLAMALEA ";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"610";;"G02382463";"ASV ZENIZATE";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"611";;"G13495015";"ASV BAÑOS DE FUENSANTA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"612";;"F13002746";"BODEGAS SÍMBOLO";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"613";;"G13378955";"ASV PARA EL CULTIVO DE LA VID JESÚS DEL PERDÓN";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"614";;"G13485156";"COOP DE VITICULTORES DE SOCUÉLLAMOS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"615";;"G13343272";"CAMPO DE MONTIEL ZONA I";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"616";;"G13343264";"CAMPO DE MONTIEL ZONA II (2 técnicos)";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"617";;"F13006408";"SAT COLOMAN";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"618";;"G13420559";"ASV LOS POZOS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"619";;"G13324827";"EL RUBIAL";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"620";;"G13339759";"MELÓN SANTIAGO APÓSTOL";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"621";;"F13189667";"MONTES NORTE S. COOP CLM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"622";;"G13360136";"OLIVAR VIRGEN DEL MONTE";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"623";;"F13003249";"VIRGEN DE LAS VIÑAS BODEGA Y ALMAZARA, S. C. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"624";;"F13005293";"SANTA CATALINA, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"625";;"G13379110";"SANTO TOMÁS DE VILLANUEVA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"626";;"G13376751";"SERTYMAN BYMA II (2 técnicos)";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"627";;"G13326194";"VIRGEN DEL MONTE HORTÍCOLAS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"628";;"F16002545";"BODEGAS VILLAVID DULCE NOMBRE DE JESÚS, S. C. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"629";;"F16138588";"ALCAMANCHA CEREALES, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"630";;"G16237539";"ASV APAO-CUENCA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"631";;"G16201832";"SANTA MARÍA MAGDALENA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"632";;"F16003022";"S. COOP. DEL CAMPO NTRA. SRA. DEL ROSARIO";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"633";;"F16002990";"IMPERIO, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"634";;"F16003071";"ASV INMACULADA CONCEPCIÓN";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"635";;"F16003048";"NTRA. SRA. DE MANJAVACAS, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"636";;"F16002826";"NUESTRA SEÑORA DE LA ESTRELLA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"637";;"F16003568";"S. COOPERATIVA NUESTRA SEÑORA DE RUS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"638";;"F16002750";"SAN ANTONIO DE PADUA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"639";;"F16003345";"COOP. NTRA. SRA. DEL ESPINO";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"640";;"F16003030";"SAN ISIDRO DE LEDAÑA, S.C. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"641";;"F16002842";"COOP SANTÍSIMO CRISTO DE LA SALUD";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"642";;"F16003469";"PURÍSIMA CONCEPCIÓN, S. COOP DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"643";;"G16201568";"NUESTRA SRA DE LA SOLEDAD";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"644";;"F16003147";"UNIÓN CAMPESINA INIESTENSE, S. COOP. DE C-LM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"645";;"F16002974";"LA VID Y LA ESPIGA SC CLM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"646";;"G45598315";"CENTRO DE ESPAÑA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"647";;"G45487949";"NUESTRA SEÑORA DEL EGIDO";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"648";;"G45066248";"OLIVAREROS DE MORA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"649";;"F29249018";"DCOOP, SOCIEDAD COOPERATIVA ANDALUZA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"650";;"G45485372";"SAN SEBASTIÁN DE BELVÍS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"651";;"G45486164";"SAN ISIDRO DE VILLANUEVA DE ALCARDETE";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"652";;"G45575552";"VITICULTORES Y OLIVICULTORES DE CONSUEGRA";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"653";;"G45639028";"VITICULTORES Y PROD. CEREAL VILLATOBAS";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"654";;"G45778388";"ALCARDET";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"655";;"F45003761";"SAN MIGUEL";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"656";;"G45610300";"ASV ENTREMONTES";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"657";;"F13003140";"ASV Santo Cristo de la Antigua Soc. Coop. de CLM";"ASV";"CASTILLA-LA MANCHA";26/12/2023;;
"658";"ADV 0701001";"F07013303";"Cooperativa Agrícola San Bartolomé de Sóller";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"659";"ADV 0701004";"V07445844";"SAT 8570 Productors Mallorquins de Fruits Secs";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"660";"ADV 0701006";"G57080293";"Asoc. Agrupación de Defensa Vegetal Cítricos Santa Magdalena";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"661";"ADV 0701007";"F07095896";"SCL del Camp Mallorquí";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"662";"ADV 0701008";"G57216806";"Associació de Defensa Vegetal Es Pla";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"663";"ADV 0701009";"G57398539";"Associació en Defensa Vegetal d'Ametllers i Garrofers des Migjorn";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"664";"ADV 0701010";"V57373540";"Mallorcan New Potatoes SAT BA-76";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"665";"ADV 0701011";"G07937543";"Agromallorca Agrupació de Defensa Vegetal";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"666";"ADV 0701012";"V07803919";"Agronatura -SAT BA-01";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"667";"ADV 0701013";"G57554107";"Agrupació de Defensa Vegetal Conradors";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"668";"ADV 0701016";"F57658643";"Camp Mallorquí Fruits S. Coop.";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"669";"ADV 0701017";"G57510737";"Associació de la Producció Agrària Ecològica de Mallorca";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"670";"ADV 0701018";"V16555955";"Terracor Multicultivos";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"671";"ADV 070201";"G07609183";"Agrupació de Defensa Vegetal Fruta Menorca";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"672";"ADV 070202";"G07522188";"Agrupació de Defensa Vegetal Hortigrup";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"673";"ADV 070301";"F07013444";"Agrupació de Defensa Vegetal de la SCL Agrícola Sant Antoni";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"674";"ADV 070302";"G57594640";"Agrupació de Defensa Vegetal i Sanitària de l'Olivar d'Eivissa";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"675";"ADV 070303";"F07013477";"Agrupació de Defensa Vegetal multi cultiu Cooperativa Agrícola Santa Eulàlia";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"676";"ADV 070401";"F07013485";"Cooperativa del Camp de Formentera";"Agrupació de Defensa Vegetal (ADV)";"BALEARES";26/12/2023;;
"677";"20015";"G82258203";"ASOCIACIÓN DE HORTICULTORES DE VILLA DEL PRADO, HUERTA DE MADRID";"ATRIA";"MADRID";26/12/2023;;
"678";"28/CM-6 AC";"G79274635";"SECTOR OLIVARERO DE LA UNIÓN DE COOPERATIVAS AGRARIAS MADRILEÑAS";"ATRIA";"MADRID";26/12/2023;;
"679";"1582";"G79128518";"ASAJA MADRID";"ATRIA";"MADRID";26/12/2023;;
"680";"DOP Vinos de Madrid";"Q7850001D";"VITICULTORES DE MADRID";"ATRIA";"MADRID";26/12/2023;;
"681";"SV080001";"F08174963";"ADV COVIDES (COOPERATIVA VINÍCOLA DEL PENEDÈS)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"682";"SV080003";"G58386871";"ADV BAIX MARESME";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"683";"SV080004";"G58353848";"ADV ALT MARESME";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"684";"SV080006";"G58884537";"ADV FLORAGRUP";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"685";"SV080007";"F08668824";"ADV CORMA, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"686";"SV080008";"F08792269";"ADV DE LA COOP. AGRÀRIA COMARCAL DEL VALLÈS SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"687";"SV080009";"G58543604";"ADV HORTA DEL BAIX LLOBREGAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"688";"SV080010";"F59889782";"ADV HORTEC, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"689";"SV080011";"G60612504";"ADV ASSOCIACIÓ AGRICULTORS VIVERISTES DE BARCELONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;21/11/2025
"690";"SV080015";"F60211786";"ADV AGRICOLA PROGRÉS-GARBÍ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"691";"SV080016";"F61378659";"ADV VITALPE, SAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"692";"SV080017";"G61842126";"ADV SANTA SUSANNA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"693";"SV080018";"G62239090";"ADV FRUITA DEL BAIX LLOBREGAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"694";"SV080020";"G62761887";"ADV DE LA FRUITA DOLÇA DE L'ALT PENEDES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"695";"SV080023";"G63381180";"ADV MADUIXAIRES DE L'ALT MARESME";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;17/01/2025
"696";"SV080024";"F63068571";"ADV CONCA DE LA TORDERA SCCL (ANTIGA PALAFOLLS)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"697";"SV080027";"G65072050";"ADV SANT LLORENÇ-PENEDÈS SUPERIOR";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"698";"SV080028";"G65213274";"ADV SANT MARTÍ-PENEDÈS SUPERIOR";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"699";"SV080030";"G58539446";"ADV ASSOCIACIÓ DE VITICULTORS DEL PENEDÈS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"700";"SV080031";"F08175457";"ADV DE LA GRANADA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"701";"SV080032";"G25787532";"ADV PIRINEU";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"702";"SV080033";"G66442070";"ADV FONT-RUBÍ ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"703";"SV080035";"G67147256";"ADV HORTA LLEVANT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"704";"SV080036";"G67331504";"ADV DE CONREUS HERBACIS SOSTENIBLES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"705";"SV080037";"G67492926";"ADV DEL BAGES I CATALUNYA CENTRAL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"706";"SV170003";"G17120379";"ADV PRODUCTORS D'AVELLANA DE GIRONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"707";"SV170005";"G17130311";"ADV VIVERISTES DE GIRONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"708";"SV170007";"G17144817";"ADV VINYATERS DE PAU";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"709";"SV170008";"B17015769";"ADV FRUCTÍCOLA EMPORDÀ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"710";"SV170009";"B17011511";"ADV DE COSTA BRAVA FRUCTICULTORS (GIROPOMA COSTA BRAVA)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"711";"SV170010";"F17021676";"ADV COOPERATIVA GIRONA FRUITS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"712";"SV170012";"G17275892";"ADV DE FLUVIÀ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"713";"SV170014";"G17402959";"ADV ARRÒS DE PALS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"714";"SV170015";"F17008848";"ADV COOPERATIVA AGRÍCOLA DE CASTELLÓ D'EMPÚRIES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"715";"SV170016";"G17623232";"ADV LA SELVA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"716";"SV170017";"F17674037";"ADV PRODUCTORS DE CONREUS EXTENSIUS DE GIRONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;17/01/2025;
"717";"SV170018";"G17749227";"ADV PRODUCTORS INDEPENDENTS DE FRUITA DOLÇA DE L'EMPORDÀ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"718";"SV170020";"F17008368";"ADV COOPERATIVA AGRÍCOLA DE BANYOLES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"719";"SV170022";"F17015033";"ADV AGRICOLA DE GARRIGUELLA SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"720";"SV170023";"G17122029";"ADV D.O. EMPORDÀ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"721";"SV170025";"G55332852";"ADV ASSOCIACIÓ FLORENCI ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"722";"SV250002";"F25003765";"ADV DE MIRALCAMP (COOP. AGRÀRIA DE MIRALCAMP SCCL)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"723";"SV250006";"F25004409";"ADV IVARS D'URGELL (COOP. DEL CAMP D'IVARS D'URGELL)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"724";"SV250008";"F25007741";"ADV AGRÀRIA PROGRESSIVA (BENAVENT)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;17/01/2025
"725";"SV250009";"F25003559";"ADV SANT ISIDRE DE LES BORGES BLANQUES I SECCIÓ DE CREDIT SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"726";"SV250012";"F25008285";"ADV COOPERATIVA AGROPECUÀRIA DE SOSES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"727";"SV250018";"F25032103";"ADV VIVERS DE LLEIDA (SAT PLAVISE)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;16/09/2025
"728";"SV250019";"F25004052";"ADV L'ÍNTIMA D'ALPICAT (COOP. L'INTIMA)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"729";"SV250022";"F25005596";"ADV TORREFARRERA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"730";"SV250025";"F25004045";"ADV D'ALCARRÀS-CAMP D'ALCARRÀS I SECCIÓ DE CRÈDIT, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"731";"SV250031";"F25004086";"ADV AGRARIA I SECCIÓ DE CREDIT LA BORGENCA SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"732";"SV250036";"G25073990";"ADV VALLS DEL CORB ASSOC.  (ADV DE VERDÚ)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"733";"SV250040";"F25686478";"ADV ARBEQUINA I SECCIÓ DE CRÈDIT SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"734";"SV250042";"F25003260";"ADV DE LINYOLA (COOPERATIVA DEL CAMP)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"735";"SV250048";"F25009770";"ADV BELLVÍS (VERGE DE LES SOGUES SCCL)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"736";"SV250050";"F25015769";"ADV AGROPECUÀRIA DE JUNEDA, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"737";"SV250051";"G25226523";"ADV GOLMÉS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"738";"SV250056";"F25003989";"ADV FOMENT AGRÍCOLA LES PLANES (TORREGROSSA)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"739";"SV250060";"F25003518";"ADV DEL CAMP SANT ISIDRE BELLCAIRE D'URGELL, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"740";"SV250065";"F25003401";"ADV COOPERATIVA AGRÍCOLA ALBATÀRREC";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
